Scientific Name	Scientific Name Synonyms	English Name	English Name Synonyms	Species Code	Element Code	Global Status	Global Status Review Date	Prov Status	Prov Status Review Date	Prov Status Change Date	COSEWIC	COSEWIC Comments	BC List	Provincial FRPA	Land Use Objectives	Ecosection	Prov Wildlife Act	GOERT	MBCA	SARA	SARA Comments	General Status Canada	CITES	Name Category	Class (English)	Species Level	Kingdom	Phylum	Class	Order	Family	Forest Dist	MOE Region	Regional Dist	Municipality	BGC	Habitat Subtype	Origin	Presence	Breeding Bird	Ecosystem Group	Endemic	CDC Maps	Mapping Status	
Satyrium behrii		Behr's Hairstreak		LE-SATBEH	IILEPD4010	G5	August 02, 2016	S1	March 31, 2013	January 15, 2007	E (May 2012)	 	Red	 		 				1-E	Only subspecies <i>Satyrium behrii columbia</i> is on Schedule 1.	6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Lycaenidae	DOS	8	OSRD	Osoyoos;Penticton;Oliver	BG;ESSF;IDF;IMA;MS;PP	Antelope-brush Steppe	Native	Regularly occurring		 	N	Y		
Satyrium liparops		Striped Hairstreak		LE-SATLIP	IILEPD4100	G5	June 14, 2016	S2	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Lycaenidae	DPC	9	PRRD	Taylor;Hudsons Hope;Fort St. John	BWBS	Grassland;Shrub - Natural	Native	Regularly occurring		 	N	Y		
Satyrium semiluna	Satyrium fuliginosa	Half-moon Hairstreak	Sooty Hairstreak	LE-SATSEM	IILEPD4024	G4	August 02, 2016	S1	March 31, 2013	December 06, 1999	E (Apr 2006)	 	Red	Y (Jun 2006)		 				1-E (Dec 2007)		6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Lycaenidae	DCS;DOS	8	OSRD	Osoyoos;Keremeos	BG;ESSF;IDF;IMA;MS;PP	Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe	Native	Regularly occurring		 	N	Y		
Satyrium titus titus		Coral Hairstreak, Titus Subspecies		LE-SATTIT-TI	IILEPD4144	G5T4T5	November 28, 2000	S2	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Lycaenidae	DPC	9	PRRD	Taylor;Hudsons Hope;Fort St. John	BWBS;ESSF;IMA	Riparian Shrub;Grassland;Shrub - Natural;Riparian Herbaceous	Native	Regularly occurring		 	N	Y		
Saussurea angustifolia var. angustifolia		Northern Sawwort		SAUSANG1	PDAST8B030	G5T5	May 12, 2016	SH	April 29, 2015	September 30, 2008	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DSS_C	6	KSRD;SKRD	 	BWBSdk	Bog;Tundra;Meadow	Native	Regularly occurring		 	N	Y		
Scapania apiculata		 		SCAPAPI	NBHEP33030	G5?	April 20, 1999	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Scapaniaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Scapania hians ssp. salishensis		 		SCAPHIA1	NBHEP33211	GNRTNR		S1			 	 	Red	 		 						 		Nonvascular Plant		Subspecies	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Scapaniaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Scapania hollandiae		 		SCAPHOL	NBHEP331B0	GNR	February 05, 2013	S1S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Scapaniaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Scapanus townsendii		Townsend's Mole		M-SCTO	AMABB02010	G5	April 05, 2016	S1	February 15, 2015	June 30, 1998	E (Nov 2014)	 	Red	 		 				1-E (Jan 2005)		1 - At Risk (2005)		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Soricomorpha	Talpidae	DCK	2	FVRD	Abbotsford	CWH	Riparian Forest;Riparian Shrub;Sub-soil;Pasture/Old Field;Meadow;Grassland;Mixed Forest (deciduous/coniferous mix);Riparian Herbaceous	Native	Regularly occurring		 	N	Y		
Schistidium atrichum		 		SCHIATR	NBMUS95120	GNR		S1S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	DAB;DFN;DHW;DRM;DSS_C	4;7;9	EKRD;CKRD;FFRD;SKRD	 	BAFAunp;CDFmm;CWHxm;ESSFdkp;ESSFmmp;ESSFwc;ESSFwcp;SWBmk		Native	Regularly occurring		 	N	Y		
Schistidium confertum		 		SCHICON	NBMUS95140	GNR		S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	DJA	6	SKRD	 	SWB		Native	Regularly occurring		 	N	Y		
Schistidium flaccidum		 		SCHIFLA	NBMUS95350	GNR		S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Schistidium venetum		 		SCHIVEN	NBMUS95330	GNR		S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Schoenoplectiella saximontana	Schoenoplectus saximontanus;Scirpus saximontanus	Rocky Mountain Clubrush		SCHOSAX	PMCYP0Q1D0	G5	January 16, 1990	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	monocots	Species	Plantae	Anthophyta	Monocotyledoneae	Cyperales	Cyperaceae	DOS	3;8	CSRD;OSRD	 	BGxh;IDFmw	Bog;Fen;Swamp;Marsh;Lake;Pond/Open Water	Native	Regularly occurring		 	N	Y		
Schoenoplectus pungens var. longispicatus Alkali Marsh		Long-awned Three-square Bulrush Alkali Marsh		 	CEBC003120	GNR		S1	March 02, 2015	March 02, 2015	 	 	Red	 		CAB;CCR;CHP;FRB;GUU;HOR;NIB;NOB;NOH;OKR;PAR;QUL;SCR;SHB;SOB;SRH;THB;TRU;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DCC;DCH;DCS;DKA;DMH;DOS;DQU	3;5;8	SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD	Cache Creek;Ashcroft;Spallumcheen;Armstrong;Lumby;Osoyoos;Penticton;West Kelowna;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Williams Lake;Merritt;Peachland;Logan Lake;Lytton;Lillooet	BGxh2/Wm08;IDFxh1/Wm08;IDFxm/Wm08;PPxh1/Wm08;PPxh2/Wm08					Wetland Realm - Mineral Wetland Group: Marsh Wetland Class (Wm)		Y		
Scirpus pallidus		Pale Bulrush		SCIRPAI	PMCYP0Q140	G5	June 29, 1993	S1	April 30, 2019	December 30, 2000	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	monocots	Species	Plantae	Anthophyta	Monocotyledoneae	Cyperales	Cyperaceae	DAB;DRM	4	EKRD	 	ICHdw;IDFdm	Marsh;Riparian Herbaceous	Native	Regularly occurring		 	N	Y		
Sclerophora peronella		Frosted Glass-whiskers		SCLEPER	NLT0032310	G3G4	April 02, 2013	S1	May 20, 2002	May 20, 2002	DD (Nov 2014)	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Ascomycetes	Caliciales	Coniocybaceae	DKM	6	KSRD	 	CWHws		Native	Regularly occurring		 	N	Y		
Scleropodium cespitans var. sublaeve		 		SCLECES2	NBMUS6T022	G4G5TNR		SH	March 31, 2011	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	 	 	 	 	 		Native	Regularly occurring		 	N	N		
Scouleria marginata		Margined Streamside Moss		SCOUMAR	NBMUS6W020	G3	January 15, 2001	S1	April 29, 2015	November 08, 1996	E (May 2012)	 	Red	 		 				1-E (Jan 2005)		 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Grimmiales	Scouleriaceae	DKL	4	CKRD	 	ICH		Native	Regularly occurring		 	N	Y		
Selaginella rupestris		Rock Selaginella		SELARUP	PPSEL010Z0	G5	May 16, 2016	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	quillworts	Species	Plantae	Lycophyta	Isoetopsida	Selaginellales	Selaginellaceae	DPC	9	PRRD	 	BWBSmw		Native	Regularly occurring		 	N	Y		
Seligeria acutifolia		Acuteleaf Small Limestone Moss		SELIACU	NBMUS6X0B0	G3G5	April 18, 2000	S1	April 29, 2015		E (May 2018)	April 28, 2017 - Withdrawn<br />Draft Status Report currently in review.	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Seligeriales	Seligeriaceae	DCR	1	STRD	 	CWH		Native	Regularly occurring		 	N	Y		
Seligeria careyana		Carey's Bristle-moss		SELICAR	NBMUS6X0C0	G2	November 24, 2016	S2	April 29, 2015	April 29, 2015	E (May 2019)	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Seligeriales	Seligeriaceae	DQC	6	SQCRD	 	CWH		Native	Regularly occurring		 	Y	Y		
Seligeria recurvata		 		SELIREC	NBMUS6X060	G4?	June 09, 1999	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Seligeriales	Seligeriaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Seligeria subimmersa		 		SELISUB	NBMUS6X070	G5?	April 18, 2000	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Seligeriales	Seligeriaceae	DFN;DMK	7;9	PRRD;NRRD	 	SWB		Native	Regularly occurring		 	N	Y		
Senecio hydrophilus		Alkali-marsh Butterweed		SENEHYD	PDAST8H1N0	G5	January 16, 1990	SH	April 30, 2019	April 30, 1996	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DAB;DKL	4	CKRD	 	ICHdw;ICHxw	Marsh;Riparian Herbaceous	Native	Regularly occurring		 	N	Y		
Senecio integerrimus var. ochroleucus		White Western Groundsel		SENEINT3	PDAST8H1S4	G5T4T5	March 07, 2003	SH	March 31, 2018	March 31, 2018	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DCS	3;8	TNRD;OSRD	 	IDFxh	Meadow;Conifer Forest - Mesic (average);Conifer Forest - Dry	Native	Regularly occurring		 	N	Y		
Setophaga castanea	Dendroica castanea	Bay-breasted Warbler		B-BAYW	ABPBX03220	G5	April 09, 2016	S2B	March 05, 2015	June 30, 1998	 	 	Red	Y (Jun 2006)		 			Y			4 - Secure (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Passeriformes	Parulidae	DFN;DPC	9	PRRD;NRRD	 	BWBS;CWH;ICH;MS;SBS	Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix)	Native	Regularly occurring	Y	 	N	Y		
Sidalcea hendersonii Tidal Marsh		Henderson's Checker-mallow Tidal Marsh		 	CEBCWET001	G1		S1	October 31, 2004	July 10, 2000	 	 	Red	 		JDF;JOS;LIM;NAL;OUF;SGI;SOG;VIS;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCR;DSI	1	CRD;CVRD;RDN;CXRD;STRD	Sayward;Victoria;Highlands;Langford;Sooke;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Comox;Colwood;North Saanich;Sidney;Metchosin;Parksville;Campbell River;Courtenay;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo	CWHxm1/00					Estuarine Realm: Estuarine Marsh Class (Em)	Y	N		
Sidalcea oregana ssp. oregana		Oregon Checker-mallow		 	PDMAL110KA	G5T4T5	May 06, 2004	S1S2	April 30, 2019		 	 	Red	 		 						 		Vascular Plant	dicots	Subspecies	Plantae	Anthophyta	Dicotyledoneae	Malvales	Malvaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Silene scouleri ssp. scouleri	Silene scouleri ssp. grandis;Silene scouleri var. pacifica	Coastal Scouler's Catchfly	Coastal Scouler's Catchfly	SILESCO2	PDCAR0U1MC	G5T3T5	August 02, 2002	S1	April 30, 2019	April 30, 1996	E (May 2003)	 	Red	 		 		Y		1-E (Jan 2005)		 		Vascular Plant	dicots	Subspecies	Plantae	Anthophyta	Dicotyledoneae	Caryophyllales	Caryophyllaceae	DSI	1	CRD;CVRD	 	CDFmm	Garry Oak Woodland;Garry Oak Maritime Meadow;Garry Oak Coastal Bluffs	Native	Regularly occurring		 	N	Y		
Silene spaldingii		Spalding's Campion		SILESPA	PDCAR0U1S0	G2	May 07, 2013	S1	April 30, 2019	April 30, 1996	E (May 2005)	 	Red	 		 				1-E (Aug 2006)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Caryophyllales	Caryophyllaceae	DRM	4	EKRD	 	PPdh	Grassland	Native	Regularly occurring		 	N	Y		
Sisyrinchium idahoense var. occidentale		Idaho Blue-eyed Grass		SISYIDA4	PMIRI0D0T3	G5T3T5	August 02, 2002	S1S3	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Vascular Plant	monocots	Variety	Plantae	Anthophyta	Monocotyledoneae	Liliales	Iridaceae	DOS	8	OSRD	 	 		Native	Regularly occurring		 		Y		
Sisyrinchium idahoense var. segetum		Idaho Blue-eyed-grass		SISYIDA3	PMIRI0D0T4	G5TNR		S1	March 31, 2014	March 31, 2014	 	 	Red	 		 						 		Vascular Plant	monocots	Variety	Plantae	Anthophyta	Monocotyledoneae	Liliales	Iridaceae	DSI	1	CRD	 	CDFmm		Native	Regularly occurring		 		N		
Sisyrinchium septentrionale		Northern Blue-eyed-grass		SISYSEP	PMIRI0D180	G4	September 02, 2016	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						3 - Sensitive (2010)		Vascular Plant	monocots	Species	Plantae	Anthophyta	Monocotyledoneae	Liliales	Iridaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Solenostoma confertissimum	Jungermannia confertissima	 		JUNGCON	NBHEP3L020	G5	November 30, 1999	S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Solenostoma fusiforme	Jungermannia cordifolia	 		SOLEFUS	NBHEP1P0N0	GU	June 01, 2015	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Solenostoma obscurum	Jungermannia evansii;Plectocolea obscura	 		JUNGEVA	NBHEP1P050	G2G4	December 09, 1999	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Solenostoma subellipticum	Jungermannia subelliptica;Plectocolea subelliptica	 		JUNGSUB	NBHEP1P0J0	G3G4	August 02, 1999	S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Sorex bendirii		Pacific Water Shrew		M-SOBE	AMABA01170	G4	April 05, 2016	S2?	February 15, 2015	April 27, 2015	E (Apr 2016)	 	Red	Y (May 2004)		 				1-E (Jun 2003)		1 - At Risk (2005)		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Soricomorpha	Soricidae	DCK;DSQ	2	MVRD;SLRD;FVRD	Delta;Harrison Hot Springs;Pemberton;Anmore;Port Moody;Whistler;Richmond;Kent;Lions Bay;Mission;Langley (City);Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;White Rock;Squamish;Vancouver;North Vancouver (District);North Vancouver (City);Burnaby;New Westminster;Coquitlam;West Vancouver;Maple Ridge;Belcarra	CWH	Estuary;Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Stream/River;Conifer Forest - Moist/wet;Riparian Herbaceous;Gravel Bar	Native	Regularly occurring		 	N	Y		
Sorex merriami		Merriam's Shrew		M-SOME	AMABA01230	G4	April 05, 2016	S1	February 15, 2015	March 05, 1999	 	 	Red	 		 						2 - May be at risk (2005)		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Soricomorpha	Soricidae	DOS	3;8	TNRD;CORD;NORD;OSRD	Cache Creek;Ashcroft;Osoyoos;Penticton;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Oliver;Keremeos;Peachland	BG;PP	Grassland;Sagebrush Steppe;Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix);Antelope-brush Steppe	Native	Regularly occurring		 	N	Y		
Sorex preblei		Preble's Shrew		M-SOPR	AMABA01030	G4	April 10, 2016	S1S2	February 15, 2015	September 17, 2001	 	 	Red	 		 						2 - May be at risk (2005)		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Soricomorpha	Soricidae	DCS;DOS	3;8	TNRD;CORD;NORD;CSRD;KBRD;OSRD	Cache Creek;Ashcroft;Grand Forks;Osoyoos;Penticton;Kamloops;Kelowna;Salmon Arm;Princeton;Vernon;Summerland;Lake Country;Midway;Sicamous;Coldstream;Oliver;Keremeos;Merritt;Peachland;Logan Lake	BG;IDF;PP	Marsh;Riparian Shrub;Grassland;Sagebrush Steppe;Antelope-brush Steppe	Native	Regularly occurring		 	N	Y		
Sorex rohweri		Olympic Shrew		M-SORO	AMABA01400	G4G5	May 30, 2007	S2?	February 15, 2015	April 28, 2015	 	 	Red	 		 						 		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Soricomorpha	Soricidae	DCK	2	MVRD;FVRD	Delta;Langley (City);Chilliwack;Langley (District);Abbotsford;Surrey;White Rock	CDF;CWH	Riparian Forest;Riparian Shrub;Mixed Forest (deciduous/coniferous mix);Riparian Herbaceous;Gravel Bar	Native	Regularly occurring		 	N	Y		
Sorex tundrensis		Tundra Shrew		M-SOTU	AMABA01260	G5	April 05, 2016	S1?	February 15, 2015	April 28, 2015	 	 	Red	 		 						4 - Secure (2005)		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Soricomorpha	Soricidae	DSS_C	6	SKRD	 	BAFA;CMA;SWB	Bog;Marsh;Tundra;Shrub - Natural	Native	Regularly occurring		 	N	Y		
Speyeria cybele pseudocarpenteri		Great Spangled Fritillary, Pseudocarpenteri Subspecies		LE-SPECYB-PS	IILEPJ6023	G5T5	February 11, 2016	S2	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DPC	9	PRRD	Taylor;Hudsons Hope;Fort St. John	BWBS	Grassland;Deciduous/Broadleaf Forest	Native	Regularly occurring		 	N	Y		
Speyeria mormonia erinna		Mormon Fritillary, Erinna Subspecies		LE-SPEMOR-ER	IILEPJ6134	G5T4	January 30, 2003	S1S2	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DAB;DOS	4;8	KBRD;OSRD	Osoyoos	BG;ESSF;IDF;MS;PP	Meadow;Conifer Forest - Dry	Native	Regularly occurring		 	N	Y		
Speyeria mormonia eurynome		Mormon Fritillary, Eurynome Subspecies		LE-SPEMOR-EU	IILEPJ6136	G5TNR		S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DCO;DPC;DPG;DRM	4;7;9	EKRD;PWRD;CSRD	Elkford;Sparwood	ESSF;IMA;MS	Riparian Forest;Riparian Shrub;Meadow;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Riparian Herbaceous;Gravel Bar;Industrial	Native	Regularly occurring		 	N	Y		
Speyeria zerene bremnerii		Zerene Fritillary, Bremnerii Subspecies		LE-SPEZER-BR	IILEPJ608A	G5T3T4	September 30, 1998	S2	March 31, 2013	January 15, 2007	 	 	Red	 		 		Y				 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DCK;DCR;DNI;DSI	1;2	MVRD;CRD;CVRD;RDN;ACRD;STRD;MWRD	Delta;Victoria;Langford;Port Hardy;Port McNeill;Port Alice;Lantzville;Oak Bay;View Royal;Colwood;Vancouver;Campbell River;Burnaby;North Cowichan;Saanich;Nanaimo	CDF;CWH	Meadow;Grassland;Deciduous/Broadleaf Forest;Urban/Suburban;Industrial	Native	Regularly occurring		 	N	Y		
Sphaerium patella		Rocky Mountain Fingernailclam		MO-SPHPAT	IMBIV52050	G2G3	January 28, 2015	SH	April 20, 2015	January 03, 2008	 	 	Red	 		 						 		Invertebrate Animal	bivalves	Species	Animalia	Mollusca	Bivalvia	Veneroida	Sphaeriidae	DCK	2	MVRD;FVRD	 	CWH;MH	Stream/River;Lake;Pond/Open Water	Native	Regularly occurring		 	N	Y		
Sphaerocarpos texanus		 		SPHATEX	NBHEP35060	G5	December 31, 1994	S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Marchantiopsida	Sphaerocarpales	Sphaerocarpaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Sphagnum inundatum	Sphagnum subsecundum var. inundatum	 		SPHAINU	NBMUS6Z250	G4	December 17, 1999	S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Sphagnum jensenii		 		SPHAJEN	NBMUS6Z1Y0	G5	February 08, 2017	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	DHW	3	TNRD	 	ESSF;ICH		Native	Regularly occurring		 	N	Y		
Sphagnum junghuhnianum var. pseudomolle		 		SPHAJUN1	NBMUS6Z0H1	GNRTNR		S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	DQC	6	SQCRD	 	CWHvh		Native	Regularly occurring		 	N	Y		
Sphagnum majus		 		SPHAMAJ	NBMUS6Z0N0	G5	June 05, 2015	S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Sphagnum subsecundum var. andrusii		 		SPHASUS5	NBMUS6Z1A5	GNR		S1S3	March 31, 2011	April 05, 2000	 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Sphenolobopsis pearsonii		 		SPHEPEA	NBHEP36010	G2?	July 24, 1998	S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Spiranthes diluvialis		Ute lady's tresses		SPIRDIL	PMORC2B100	G2G3	August 08, 2014	S1	April 30, 2019	September 30, 2008	E (Dec 2018)	 	Red	 		 						2 - May be at risk (2010)	II	Vascular Plant	monocots	Species	Plantae	Anthophyta	Monocotyledoneae	Orchidales	Orchidaceae	DOS	8	OSRD	 	BGxh;PPxh	Bog;Fen;Swamp;Marsh;Alkali Ponds/Salt Flats	Native	Regularly occurring		 	N	Y		
Spirinchus sp. 1		Pygmy Longfin Smelt		F-SPSP-01	AFCHB03030	G1G2Q	October 18, 2019	S2	May 15, 2019	May 15, 2019	DD (Nov 2004)	 	Red	 		 						5 - Undetermined (2000)		Vertebrate Animal	ray-finned fishes	Species	Animalia	Craniata	Actinopterygii	Osmeriformes	Osmeridae	DCK	2	MVRD;FVRD	Harrison Hot Springs;Kent;Pitt Meadows	CWH		Native	Regularly occurring		 	Y	Y		
Squamarina cartilaginea		Pea-green dimple		SQUACAR	NLT0028230	GNR		S1	April 30, 2010	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Bacidiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Squamarina lentigera		Snow-white dimple		SQUALEN	NLT0028250	G3G5	November 27, 2001	S1S3	April 30, 2010	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Bacidiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Staala gwaii		Haida Gwaii Slug		MO-STAGWA	IMGAS5A010	G2?	November 30, 2016	S2?	December 01, 2015	December 01, 2015	SC (Apr 2013)	 	Red	 		 				1-SC (Feb 2018)		 		Invertebrate Animal	gastropods	Species	Animalia	Mollusca	Gastropoda	Stylommatophora	Arionidae	DNI;DQC	1;6	STRD;MWRD;SQCRD	 	CWH	Tundra;Conifer Forest - Moist/wet;Krummholtz	Native	Regularly occurring		 	Y	Y		
Stercorarius parasiticus		Parasitic Jaeger		B-PAJA	ABNNM01020	G5	April 10, 2016	S1B,SUM	March 05, 2015	April 24, 2015	 	 	Red	 		 			Y			4 - Secure (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Charadriiformes	Stercorariidae	DSS;DSS_C	6	SKRD	 	BWBS		Native	Regularly occurring	Y	 	N	Y		
Stereocaulon arenarium		Arctic foam		STERARE	NLTES10600	G4G5	August 08, 2017	S2	April 30, 2010	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Sterna forsteri		Forster's Tern		B-FOTE	ABNNM08090	G5	April 10, 2016	S1B	March 05, 2015	June 30, 1998	DD (May 1996)	 	Red	 		 			Y			3 - Sensitive (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Charadriiformes	Laridae	DKL	4	CKRD	 	BG;BWBS;CDF;CWH;ICH;IDF;PP	Estuary;Marsh;Stream/River;Lake;Intertidal Marine;Beach;Pond/Open Water	Native	Regularly occurring	Y	 	N	Y		
Sticta arctica		Arctic moon		STICARC	NLT0028520	G4	June 06, 2004	S1	April 30, 2010	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
